date,asset_QQQ,asset_SPY,asset_GLD,asset_IEF,Portfolio 1,benchmark
2004-12-31,0.030223268365317635,0.03012098521529505,-0.029255313077842793,0.011672285859125164,0.01049391073674348,0.03012098521529505
2005-01-31,-0.06312661872410008,-0.02242077295404521,-0.03607301470043256,0.008710519806268247,-0.03561506993294653,-0.02242077295404521
2005-02-28,-0.004812354662616536,0.020903597452741174,0.03102789011648288,-0.01368407700376606,0.012767332171605649,0.020903597452741174
2005-03-31,-0.01746409485210565,-0.01829288524723538,-0.01631056982272039,-0.00403303788442988,-0.016023568765061412,-0.01829288524723538
2005-04-30,-0.04347835679436274,-0.018735242254030227,0.01237736532167566,0.025164244653485435,-0.012434445652666647,-0.018735242254030227
2005-05-31,0.08862222258671504,0.0322248319120908,-0.03921561725675826,0.01838248766561068,0.02632767993917534,0.0322248319120908
2005-06-30,-0.03324554896404397,0.0015148887234062158,0.042977119693930366,0.004783245672040026,0.0038522624031917863,0.0015148887234062158
2005-07-31,0.07612812732006358,0.03826143641119417,-0.014272535715587287,-0.021868977752435348,0.0278482106294576,0.03826143641119417
2005-08-31,-0.015159121558436461,-0.009374334280034313,0.01354511525428137,0.02000510362579333,-0.0012959918126774883,-0.009374334280034313
2005-09-30,0.0123139661565832,0.008025162064843494,0.07603684610685546,-0.017522609505432163,0.02716053134794143,0.008025162064843494
2005-10-31,-0.014952027743002971,-0.023650781071204885,-0.006423966427397176,-0.01239266635045111,-0.014747299207526621,-0.023650781071204885
2005-11-30,0.06097228267619448,0.04395265479937338,0.05818958748818792,0.006253186888085516,0.04955967617793529,0.04395265479937338
2005-12-31,-0.017761802443913344,-0.001913649228256764,0.05050923490844328,0.01365808832598625,0.010615943803480576,-0.001913649228256764
2006-01-31,0.03934617469834234,0.02401457683046737,0.09926325610950593,-0.007031022096645745,0.04808410008183012,0.02401457683046737
2006-02-28,-0.02142852888104696,0.005725295111948636,-0.011111129799614039,-0.0010351937410861822,-0.008147828444722328,0.005725295111948636
2006-03-31,0.020911004884129447,0.016503725687632143,0.03620472249591011,-0.01357798740177274,0.020728037180124236,0.016503725687632143
2006-04-30,-0.0019082908813231603,0.012631906987321972,0.12030977706278279,-0.0062725355815682615,0.03868276439247765,0.012631906987321972
2006-05-31,-0.0724018377574912,-0.030120489026961295,-0.013212367941959902,-0.0010683840039993342,-0.03482724681832365,-0.030120489026961295
2006-06-30,-0.0006158330858884176,0.002608156793176164,-0.046707203143457665,0.002296415117625683,-0.013184822319088406,0.002608156793176164
2006-07-31,-0.04307406414801618,0.004478192961016925,0.031520501708389936,0.01677324795648416,-0.00044528604793437775,0.004478192961016925
2006-08-31,0.04770900765963937,0.021822239140178556,-0.013774523970655372,0.01763492387770693,0.01849050923651946,0.021822239140178556
2006-09-30,0.04639543429213977,0.027001757284262018,-0.04527210873938614,0.012076642985966002,0.009645189149701295,0.027001757284262018
2006-10-31,0.04747846509772913,0.03151615041031963,0.012947712156690105,0.005385281401282027,0.02812122643954986,0.03151615041031963
2006-11-30,0.03428847518571554,0.019885254717728396,0.06889106234313203,0.013114137356235789,0.03823085140959637,0.019885254717728396
2006-12-31,-0.01878795702190672,0.013371852353055491,-0.018325831904969392,-0.012756745935867175,-0.008398255565732904,0.013371852353055491
2007-01-31,0.021084750701487076,0.015040275558134919,0.02562890001654794,-0.004002319945759725,0.01812594588827501,0.015040275558134919
2007-02-28,-0.016791401851555032,-0.01961790806009933,0.025451202827030173,0.02054939546355472,-0.0012324925790317847,-0.01961790806009933
2007-03-31,0.0052484487753619025,0.011588872119037585,-0.011131249335096238,-0.0013817300200038574,0.0015736484657905894,0.011588872119037585
2007-04-30,0.05582325695715218,0.04429593862262693,0.02053542010936238,0.0060649847709624005,0.03680288318383869,0.04429593862262693
2007-05-31,0.03154919135600065,0.03392032226797492,-0.023103227112383773,-0.01393462039159743,0.011316423914317798,0.03392032226797492
2007-06-30,0.004792822331758373,-0.014620845805402016,-0.01937754431980876,-0.004677053003381504,-0.00922937563837387,-0.014620845805402016
2007-07-31,-0.0014712735428992207,-0.031310223690588,0.023650293322754035,0.022568320034668243,-0.0004825291697531322,-0.031310223690588
2007-08-31,0.028193460570005158,0.012832850195778178,0.011095846137414656,0.022631048936920806,0.01789975196465148,0.012832850195778178
2007-09-30,0.05252149990813737,0.03871443097588445,0.1050812664749683,0.0008823008735114879,0.058983389295048184,0.03871443097588445
2007-10-31,0.07041367394740838,0.013566234221940254,0.0695143580717299,0.010769385861773895,0.04712521845850095,0.013566234221940254
2007-11-30,-0.06759938766660123,-0.03873213178482138,-0.016535271004099905,0.040476661798786395,-0.032812370956778115,-0.03873213178482138
2007-12-31,-0.0007131038903663844,-0.011260814905149297,0.06647697115798756,0.0005048931391657963,0.016401405022658144,-0.011260814905149297
2008-01-31,-0.11889870616942166,-0.06046143658512515,0.10841623260567879,0.03355990721147917,-0.01792718232351249,-0.06046143658512515
2008-02-29,-0.04830485595762024,-0.02584235152681269,0.052297578769114894,0.012393387714143334,-0.005315549843181079,-0.02584235152681269
2008-03-31,0.01872323057810621,-0.008942311648273638,-0.059991647169457374,0.013372241584409972,-0.013725994313446442,-0.008942311648273638
2008-04-30,0.07982613353109613,0.04766224157282628,-0.0415883418198143,-0.02417439903074725,0.023352570082157707,0.04766224157282628
2008-05-31,0.05930943136706879,0.015116734353671113,0.009232491728512704,-0.017774486802123013,0.023320148554563477,0.015116734353671113
2008-06-30,-0.09615073939689445,-0.08357587561846858,0.0451687217321981,0.01145855183809541,-0.03922151280113994,-0.08357587561846858
2008-07-31,0.006419909404553392,-0.008985691574980859,-0.014442009549096912,0.007206014568329477,-0.004381736059024366,-0.008985691574980859
2008-08-31,0.01451876651195283,0.015453559422831331,-0.09291743535130026,0.015266411415723491,-0.01735689168338248,0.015453559422831331
2008-09-30,-0.15576231928975026,-0.09417375472159573,0.04112104574714248,-0.0014023669107670056,-0.06278474517033775,-0.09417375472159573
2008-10-31,-0.15471657185281007,-0.16518662861231148,-0.1613965370422935,-0.008629375300005182,-0.14525285878222505,-0.16518662861231148
2008-11-30,-0.11462426047001095,-0.06960639085753417,0.1257359360970265,0.07753836225919009,-0.00979457834323658,-0.06960639085753417
2008-12-31,0.022773972264050757,0.009796228796607798,0.07732535516442862,0.05156188673660855,0.03812485554118701,0.009796228796607798
2009-01-31,-0.02286496346971678,-0.082114333303004,0.05536293459751551,-0.0388699737305811,-0.01877190602561969,-0.082114333303004
2009-02-28,-0.05264955159584195,-0.1074491347072517,0.014456244990885825,-0.007350572305970027,-0.04442778962425935,-0.1074491347072517
2009-03-31,0.10316483341298888,0.08331102082671182,-0.02536973490015282,0.03313594222270844,0.05164543002413521,0.08331102082671182
2009-04-30,0.13060727143102913,0.09934655989919827,-0.03334074188003566,-0.027450919766972226,0.0562388348583603,0.09934655989919827
2009-05-31,0.0320885167049525,0.05845305707774284,0.10232612179073874,-0.020773446714198895,0.055782964000610336,0.05845305707774284
2009-06-30,0.02952928581500558,-0.0006552370194774504,-0.052182918942994094,-0.00557148839980437,-0.007549809884220227,-0.0006552370194774504
2009-07-31,0.0843873260887702,0.07460572119118392,0.023799058583926502,0.008317330830413194,0.0556693648422055,0.07460572119118392
2009-08-31,0.014701784346842883,0.03693966199278065,0.0005356513398515617,0.007634030583252516,0.016416532362167776,0.03693966199278065
2009-09-30,0.05647991118486417,0.035457329450643504,0.0583511441028417,0.01124310840623699,0.04621082626212851,0.035457329450643504
2009-10-31,-0.030532715598330373,-0.019225402516138912,0.03722812708124823,-0.001378821118678708,-0.0038968794218341867,-0.019225402516138912
