date,year,month,series::SPY Candidate::return,series::SPY Candidate::balance,series::benchmark::return,series::benchmark::balance,asset::SPY::return,asset::QQQ::return,asset::SCHD::return,asset::EWY::return,asset::192090::return,asset::200250::return,asset::EWJ::return,asset::TLT::return,asset::GLD::return
2026-08-31,2026,8,0.0007710809172516431,65642.79784598335,0.013129485395741703,35877.00621722396,0.0007710809172516431,0.011906771489649692,0.013254591970851104,0.11462156234247001,-0.04031007751937987,-0.051401869158878455,0.00833917064299139,-0.016875158199198825,0.06942364228778031
2026-07-31,2026,7,-0.08234183406494822,65592.22093609937,-0.11523766254883273,35412.06403958319,-0.08234183406494822,-0.142965957499969,-0.031746119184696164,-0.28621134047147845,-0.14342629482071712,-0.0711037618850765,-0.09131627279039056,-0.12370079673851064,-0.07479220080791382
2026-06-30,2026,6,0.02499901299595053,71477.83714131056,0.013870960059590737,40024.3800404057,0.02499901299595053,0.03411460574613834,0.018531878235481303,0.01588428674351494,0.04583333333333339,0.04650659744754493,0.044758056857334694,0.04773384886927823,-0.0853569144903864
2026-05-31,2026,5,0.06782233020786066,69734.54240935249,0.052198753559682655,39476.79893904175,0.06782233020786066,0.12164746783445968,0.028038536706574302,0.2988401427192273,0.048034934497816595,0.007189542483660105,0.058384384903242825,0.019847445690530652,-0.0012229590385289812
2026-04-30,2026,4,0.08350047519414172,65305.379403124185,0.030991470386252978,37518.3859565393,0.08350047519414172,0.1343373466062614,0.024919419215519767,0.28139692625050716,0.05408515535097824,0.017287234042553168,0.034607372497866606,-0.02773590913436308,-0.034611046395001455
2026-03-31,2026,3,-0.0022507345476927565,60272.589535710875,-0.030074812351055216,36390.58812240544,-0.0022507345476927565,-0.0012042313368409996,0.02214032717310621,-0.1470670331214211,0.013214146910221602,-0.0914216673378977,-0.0405296504754461,0.005179219259111134,-0.06641351651288308
2026-02-28,2026,2,-0.006171952345696119,60408.55315326907,0.06258229747382625,37518.96392196453,-0.006171952345696119,-0.02101230336026383,0.06804691011204467,0.2396630021399806,0.011001964636542239,0.01284927595349794,0.08026312189427598,0.048944498479750465,0.08990967769328684
2026-01-31,2026,1,0.003042688409048644,60783.70729810773,0.04441583937099686,35309.23111665025,0.003042688409048644,-0.00022425672388093343,0.07478582547354762,0.23608140491833707,0.014348345954563468,-0.05054221533694814,0.05414308889947872,-0.012421286006016108,0.11084440178448407
2025-12-31,2025,12,-0.010146737119576477,60599.3224421169,-0.006254927266659447,33807.636561616455,-0.010146737119576477,-0.016712792038450996,-0.0067849506964543504,0.08939644779567057,0.020748576078112313,-0.04014869888475836,-0.006436896250177848,-0.03668893397833817,0.009603333138763492
2025-11-30,2025,11,0.02825082622320596,61220.510872263934,0.034158104884278326,34020.431888660365,0.02825082622320596,0.010229358553109691,0.05847585473452388,-0.038605068442805646,0.008782730033653374,0.042433636892075244,0.020838731397937682,0.02904430920732337,0.08133684255079299
