date,year,month,series::Current Portfolio::return,series::Current Portfolio::balance,series::KAW Native Proxy::return,series::KAW Native Proxy::balance,series::QQQ 100%::return,series::QQQ 100%::balance,series::benchmark::return,series::benchmark::balance,asset::QQQ::return,asset::SPMO::return,asset::AIA::return,asset::XLE::return,asset::SCHD::return,asset::GLD::return,asset::138920::return,asset::133690::return,asset::402970::return,asset::069500::return,asset::192090::return,asset::200250::return,asset::101280::return,asset::267440::return,asset::385560::return
2026-08-31,2026,8,0.029084213329221204,25871.01214693216,0.0072420772602432015,15575.283568443929,0.011906771489649692,22584.10184024141,0.0007710809172516431,21127.965610355954,0.011906771489649692,-0.00833209739039209,0.009016535085560884,0.022812654298973944,0.013254591970851104,0.06942364228778031,0.06170752324598472,-0.002001668056713979,0.0013031013812874193,-0.0150707590516449,-0.04031007751937987,-0.051401869158878455,-0.00925174484661584,0.021356783919598055,-0.002083657890637136
2026-07-31,2026,7,-0.10458515262076937,25139.83968642962,-0.07774274010357951,15463.297175600132,-0.142965957499969,22318.36220148509,-0.08234183406494822,21111.686791540003,-0.142965957499969,-0.18323113705954075,-0.1357614363328008,0.02857319314502549,-0.031746119184696164,-0.07479220080791382,0.04643962848297223,-0.12163317135112695,-0.0344133375275244,-0.21316548687283532,-0.14342629482071712,-0.0711037618850765,-0.04246060116253769,-0.03806646525679758,-0.02705570291777193
2026-06-30,2026,6,0.0018324096509346917,28076.19257153357,-0.012632342879279829,16766.79365726742,0.03411460574613834,26041.395201036346,0.02499901299595053,23006.04688678181,0.03411460574613834,0.11267023956477784,0.03456317115155083,-0.01580208196051902,0.018531878235481303,-0.0853569144903864,-0.06531624638280276,0.015377825384073729,0.01403508771929829,0.02792395052919483,0.04583333333333339,0.04650659744754493,0.01848861873555574,0.010995723885155684,-0.07439233979867421
2026-05-31,2026,5,0.07050344109374597,28024.839585012094,0.04744567056748772,16981.30735430544,0.12164746783445968,25182.31060303694,0.06782233020786066,22444.94540491104,0.12164746783445968,0.14181960136009852,0.16083612147705484,-0.04270494809317171,0.028038536706574302,-0.0012229590385289812,-0.0057542129058775204,0.13458952473654295,0.05633802816901401,0.3494343256037873,0.048034934497816595,0.007189542483660105,0.0944527216659159,-0.008479709267110835,-0.05001332800213243
2026-04-30,2026,4,0.06988484125262648,26179.1214387679,0.038055676704959636,16212.112791592586,0.1343373466062614,22451.18125363924,0.08350047519414172,21019.363212363183,0.1343373466062614,0.17010658288936975,0.1488853328548212,-0.04527212765084243,0.024919419215519767,-0.034611046395001455,0.026149304091100722,0.13552175107493558,-0.010403467822607482,0.3303622656614851,0.05408515535097824,0.017287234042553168,0.02664342629482075,-0.007215874924834664,-0.001862445124384715
2026-03-31,2026,3,-0.016247257829167677,24469.102121418277,-0.05300697923396394,15617.768059468412,-0.0012042313368409996,19792.331902682425,-0.0022507345476927565,19399.49607183784,-0.0012042313368409996,-0.012296211533269319,-0.05598548884116217,0.1573173262137344,0.02214032717310621,-0.06641351651288308,-0.0046179680940385825,-0.013170670197339418,0.05220686267630348,-0.19857776827246965,0.013214146910221602,-0.0914216673378977,-0.06551873150949039,-0.035942028985507246,-0.08284529038555388
2026-02-28,2026,2,0.03568707559851586,24873.22380156489,0.05514665150028662,16491.956875072825,-0.02101230336026383,19816.195185902245,-0.006171952345696119,19443.257683626067,-0.02101230336026383,-0.0008536499660896091,0.08187690488850174,0.09812594542257735,0.06804691011204467,0.08990967769328684,0.07588075880758804,-0.027725843330288824,0.07327910829944262,0.2175164045411937,0.011001964636542239,0.01284927595349794,0.07489191410297646,0.03479304139172168,0.02811446491571923
2026-01-31,2026,1,0.04804759100661921,24016.15737764309,0.038076197091230904,15630.01394320242,-0.00022425672388093343,20241.51606186582,0.008280616634021465,19564.00579508425,-0.00022425672388093343,-0.008118976295893199,0.11174429846206513,0.13074473094515016,0.07478590089144088,0.11084440178448407,0.00453720508166966,0.0048105351335370194,0.05163947410106129,0.270814030443415,0.014348345954563468,-0.05054221533694814,0.05866999546073526,-0.013609467455621305,-0.06145604921193215
2025-12-31,2025,12,-0.008328304010961624,22915.140098338732,0.003899712988259815,15056.711623866262,-0.01671288930821535,20246.056376140245,-0.015288936878936399,19403.334222962112,-0.01671288930821535,-0.013983075395121003,0.026727026183524183,-0.01569617677959534,-0.0067849498815959475,0.009603333138763492,-0.06949252723127586,-0.011976630963972723,-0.003865877712031507,0.09427335107634938,0.020748576078112313,-0.04014869888475836,0.0,-0.010770311402481858,-0.004760091393754773
2025-11-30,2025,11,0.03579783221663201,23107.5871087401,0.015602912261410765,14998.22285938072,0.010229556863041056,20590.17773750362,0.02825073344632356,19704.596555930642,0.010229556863041056,0.012926168838747865,-0.011805733842379262,0.053265428288675754,0.05847577959270933,0.08133684255079299,0.017614710431345548,0.0031929766723444164,0.06298222073129822,-0.04290491950995512,0.008782730033653374,0.042433636892075244,0.013650306748466345,-0.0005850005850005502,-0.058651592444505685
2025-10-31,2025,10,0.0477369693813897,22308.974193631315,0.04076375721889626,14767.802138322597,0.06338849334345809,20381.682160874527,0.03906580626697842,19163.221493543682,0.06338849334345809,0.0202389453454912,0.061755367766317404,0.0011283860099433607,-0.005572535700391845,0.05098964861558919,0.08705398841770973,0.07414208051622717,-0.002843284830239212,0.22360748892140014,0.02335153296934056,0.06040682145058551,0.060205699418675485,0.004583921015514747,-0.03513322956991394
2025-09-30,2025,9,0.07684285627386898,21292.53318874784,0.043167019925804226,14189.389317115307,0.0680264025716324,19166.73190321193,0.04963895623129777,18442.740948613093,0.0680264025716324,0.05505011699568629,0.12986736229288565,0.010311360721613871,0.0005236132343999778,0.13271227412869702,-0.04145402453218727,0.050039938302208986,-0.008128732581287323,0.10271218143558558,0.04274327756853813,-0.0016410256410256396,0.021680441915520987,0.018190521780756308,-0.020598811757348345
2025-08-31,2025,8,0.02235706156941114,19773.110871928926,0.02355318580891635,13602.221931943872,0.004388681647111037,17945.934535945536,0.015312433163805927,17570.556846357238,0.004388681647111037,0.0016913585355964322,0.015235748427635087,0.031175408110904357,0.048209069977735775,0.04451779351035601,0.049619396673245,0.003018226774503141,0.03725372107029168,-0.016510301692420848,0.11854609581659648,-0.010152284263959421,0.05628674212512075,0.010032636286715801,-0.010596333823188142
2025-07-31,2025,7,0.04317209632538239,19340.709440178758,0.026971162991084662,13289.218499372855,0.056904653100064095,17867.51968024545,0.05566073276357231,17305.566515723425,0.056904653100064095,0.061437690186519234,0.05862786827452804,0.06109582353691745,0.03189470505422687,0.025564494297728446,-0.024209078404401674,0.07203571798782749,0.036379848417298355,0.05756182972203994,0.06790123456790131,-0.02301130728030154,0.021648514185827583,0.0,0.010091277230172224
2025-06-30,2025,6,0.026745958605384687,18540.28640941147,0.01351789823300087,12940.206091734457,0.046849329054873934,16905.517094505412,0.03457672944782675,16393.113789900915,0.046849329054873934,0.0525932160964675,0.07939077447020981,0.03192634732354804,0.006203915365981638,-0.012001393829165097,0.0036815462494248496,0.041318745711223626,0.002951171525666263,0.1538526292160054,0.006211180124223503,0.006790493309366985,-0.008576253110558096,0.014967488651699279,-0.024923186308118073
2025-05-31,2025,5,0.016021928231375694,18057.32591788771,-0.008592660181336427,12767.614774534146,0.05088005612188873,16148.949638978329,0.023026065674164542,15845.237306516872,0.05088005612188873,0.07225467513323203,0.02601749012705823,-0.025148759576451463,-0.02441685237612512,-0.03800303192833332,-0.0009195402298850519,0.06361220908300669,-0.018433988764044895,0.0649971610435407,0.003592181722134269,-0.019388954171562833,0.01598194130925501,-0.027443025891898287,-0.04033044156350518
2025-04-30,2025,4,-0.018806332976221387,17772.574996802203,-0.00536705783447032,12878.273401596407,-0.019241576869290844,15367.072145772321,-0.04113831595236772,15488.595880570268,-0.019241576869290844,-0.011427349682332055,-0.06350097714960512,-0.16679035890563165,-0.10678329897305538,0.019715525943192036,0.011627906976744207,-0.013438185157318205,-0.09205387742089743,0.014676005943175863,-0.06287128712871282,0.01875498802873099,0.007688458213912064,-0.007460918995736643,0.030330420809480785
2025-03-31,2025,3,0.003764016896000018,18113.21820972525,0.019223381848095297,12947.764804127277,-0.0617753681381733,15668.559946412304,-0.04132579679255166,16153.107521398111,-0.0617753681381733,-0.05692167044968932,0.0024951927796110773,0.050707599301161865,0.0035866878507961886,0.1111486206878165,-0.045208277822186727,-0.06856716552877873,-0.0052326964243241125,0.0025535795713633735,-0.00039588281868563335,0.06502337441563966,0.003561156006026467,-0.0035402407363700483,-0.0064733395696913165
2025-02-28,2025,2,0.007145395407453542,18045.29541289779,0.012238073071522505,12703.559430367353,-0.0215004720500932,16700.222328760847,-0.007079088722740989,16849.423367557465,-0.0215004720500932,0.003275268907734663,0.054626422569980404,0.044244575511271256,0.031344993655072706,0.024007706762563474,0.009323173464814039,-0.041412937479683554,0.0060620563133126915,0.009978507829290661,0.01568154402895061,-0.05235602094240843,-0.007071943424452609,0.03898970083374209,0.05197207862072584
2025-01-31,2025,1,0.02015913092124285,17917.269438140393,0.012195869549528407,12549.971956517928,-0.008462021005833487,17067.174640084035,0.008850805251342075,16969.552334115866,-0.008462021005833487,0.02539078009113127,0.0026787607551621573,0.014630358363675322,0.00042523362263025,0.051793843227549985,0.057747013085529986,-0.006986636443845118,0.006664525453669468,0.04662746232205395,-0.037352428875556454,-0.0427910562837317,0.01229865540819608,0.012790264497702708,0.01611892540497295
2024-12-31,2024,12,0.04118059664038243,17563.210380678956,0.011156592885802959,12398.758317501548,0.07095582009587131,17212.829968850285,0.027836510699492445,16820.675808340286,0.07095582009587131,0.04464902361690881,0.06412275414228086,-0.05658848713711784,-0.016181957624476828,0.03571017964857792,-0.012639265986330916,0.0888861117403088,-0.009779756698735764,-0.017739339036015322,0.06712102437009504,0.03594249201277955,0.04860208844617686,-0.051807370775933115,-0.03930886082434615
2024-11-30,2024,11,0.03484056079101005,16868.55329166798,0.017136934409390042,12261.95665907291,0.06476501563436998,16072.399669399438,0.07095555486308047,16365.12775450349,0.06476501563436998,0.07756699312622062,-0.021398088356313294,0.0898605559105603,0.05722755515030231,-0.020890120494477915,0.010405827263267442,0.04095388317939386,0.06413402149081993,-0.042378260738143436,-0.006463527239150557,-0.007923930269413626,0.025159094272606097,0.011071428571428621,0.08333795859466053
2024-10-31,2024,10,0.05195421939380582,16300.63019444659,0.02070247589669603,12055.364665518637,0.039017117792459644,15094.785641340553,0.03872660821148122,15280.865466537254,0.039017117792459644,0.05016048134527695,0.03691405443974127,0.05750946149717451,0.05006294665651079,0.09313976262680335,-0.08784191906117866,0.07112562595253658,0.05583348222261919,-0.014947149024862272,0.017750861438863952,-0.02132609538580843,0.015275969147550805,-0.0529875986471251,-0.012915861993398225
2024-09-30,2024,9,0.01954734687544034,15495.569953452838,0.02190439238407214,11810.850811278668,0.012703829362961994,14527.947021134341,0.007561084743184621,14711.152430039727,0.012703829362961994,0.00296673256723734,0.05828317306619324,-0.04295055661638714,-0.004329349084841394,0.03705145179952396,0.05980795610425238,0.005411226982584338,-0.009380530973451373,-0.04346216285494575,0.18307597282273003,0.006046420908913497,-0.03643646542155299,0.006125226860254074,0.021304274843330306
2024-08-31,2024,8,-0.009718750554977918,15198.479993049263,-0.0088266792505825,11557.68670660502,-0.014859634981691738,14345.701674963646,-0.0028484593127861,14600.754885039478,-0.014859634981691738,0.011207014102426971,-0.017157721600134512,-0.04579103066082835,-0.002607115317648123,-0.005229011857650789,-0.027048669810481374,-0.010346530792627484,-0.01722038615411381,-0.04788892805813927,-0.038598574821852694,-0.01950659781985087,-0.006472957422324566,0.030267617155545157,-0.003137506449318761
2024-07-31,2024,7,-0.005195825866160027,15347.639876617743,0.02744086092808013,11660.611181368717,-0.030271525908249552,14562.089002105848,-0.0017777167993413556,14642.463346119863,-0.030271525908249552,-0.030185003253671017,-0.017982705119102493,0.008569182834778699,0.04741450739960795,0.03921485933288471,-0.07475096731703301,-0.04109782545472673,0.0700791065611912,-0.007027842102428794,0.012140882317586144,0.027106658809664008,0.039836466071695664,0.014463544754001134,0.0650972820436655
2024-06-30,2024,6,0.04053782600708641,15427.800039118942,0.029301840966637224,11349.179913708871,0.07347046910709798,15016.666408341496,0.04380692682577547,14668.539855843403,0.07347046910709798,0.08388649469079423,0.06249555254147676,-0.006021896403786586,0.008416502393347347,0.006878162651244857,-0.06135538211884706,0.06896245436700044,0.009014930979434732,0.07038275305510733,-0.04390299965521205,0.0670718926849716,-0.013719512195121908,0.029914529914529808,0.058181932482554766
2024-05-31,2024,5,0.03512962578599792,14826.755600342658,0.006481008728557313,11026.095030638086,0.0539788627171196,13988.895680411413,0.043118120552274375,14052.924423916731,0.0539788627171196,0.06581065827032995,0.035919616060499315,-0.010499893076278966,0.013273955677203242,0.008971919868939082,0.03478330401407326,0.04294700176938693,-0.008011178388449003,-0.01738884168790711,-0.006621760474940008,-0.003966597077244227,0.019297278331913192,0.0,0.016795308180321822
2024-04-30,2024,4,0.006597348548703544,14323.573812395098,0.003965244834186428,10955.094964550657,-0.018474665877850183,13272.463210835693,-0.014966215822457274,13472.035570119779,-0.018474665877850183,-0.029495815770421485,0.03791523638423655,0.01674251446164199,-0.019918366608240312,0.05710342090911347,-0.027602830262032474,-0.001609308090010253,-0.003619825505847385,-0.019275636040439914,0.05238495734711046,0.03679653679653683,-0.012326732673267338,-0.03453966757043503,-0.047824102251978085
2024-03-31,2024,3,0.06205598679789427,14229.695551102537,0.04307710700187485,10911.826899306645,0.025221412586015957,13522.28286874147,0.04541933646599694,13676.724378918942,0.025221412586015957,0.054437568924071256,0.07405833755938995,0.11846996995017411,0.0594868679106888,0.10006530994078555,0.048850106018593964,0.033730746799498945,0.05451698150141926,0.05552623863969508,0.014752499390392693,0.013380127220881777,0.03019175846593236,0.013379524549038457,0.02592922149893062
2024-02-29,2024,2,0.043913456293466456,13398.253696591986,0.0132538353878859,10461.189135547802,0.05819830964552963,13189.621971153427,0.05754848827215753,13082.524783932755,0.05819830964552963,0.1205824361528911,0.05914513902299556,0.037992312174631726,0.02355238700865625,0.009682466338101436,-0.06965098634294387,0.028426186309020496,0.0,0.05928387317164052,0.08177261936164593,0.01446372941700047,0.044200660347214926,-0.025608194622279146,-0.0187791988971433
2024-01-31,2024,1,0.024433890630144655,12834.640281545955,0.0019340369912573775,10324.351875305885,0.03873179060955745,12464.225137131078,0.05470824562049437,12370.614613905058,0.03873179060955745,0.08002045220226894,-0.04075598470876052,0.0170469096421908,0.02353292587493261,0.008446019931920068,-0.07300604867069915,0.05956138980048964,0.046287762416794775,-0.06207037166491902,-0.04400453915017022,0.03572251670891902,0.08631262293185227,-0.021749032111136435,-0.03815837937384903
2023-12-31,2023,12,0.04323575563135095,12528.51979901912,0.05672169029094442,10304.422740552107,0.06572678251328856,11999.464394766155,0.03711702447909704,11728.944630206539,0.06572678251328856,0.07274786551087686,0.033289546093806965,0.008022594742267186,0.07099671265404872,0.019449762895899392,-0.04262339236415058,0.05667294164272274,0.07131102578167847,0.06525179186446994,-0.009244222361024401,0.08366633366633369,0.0335426008968609,0.06268151016456924,0.1160530772645807
2023-11-30,2023,11,0.022992577877770887,12009.289109763155,0.04305291664622618,9751.311849873184,0.05910333542491597,11259.419010253254,0.043004964458958295,11309.181464934032,0.05910333542491597,0.049507398509149425,0.01682282739173835,-0.05113637095449375,0.01594776675459264,-0.02010041823508213,0.0365743002722132,0.07503224966566857,0.018549558609900485,0.10741160705081954,-0.046456223942823116,0.004012036108324901,0.039723983588213274,0.07856956408248505,0.12638675383846043
