year,ticker,return
2020,SPY,0.1833161370813987
2021,SPY,0.28728778277901856
2022,SPY,-0.18175380540201336
2023,SPY,0.2617580723704003
2024,SPY,0.24886454815309955
2025,SPY,0.17719067981214565
2026,SPY,0.09342964967795542
2020,GLD,0.24814561391482015
2021,GLD,-0.04148908875959545
2022,GLD,-0.007721146890384167
2023,GLD,0.12691581500094418
2024,GLD,0.2665690600092574
2025,GLD,0.6367653308824839
2026,GLD,-0.04832074389860186
2020,TLT,0.18152306035291854
2021,TLT,-0.04599152723214739
2022,TLT,-0.312345287423759
2023,TLT,0.02767961340295222
2024,TLT,-0.08053132052236123
2025,TLT,0.04247248416581506
2026,TLT,-0.028481012087195334
2020,QQQ,0.4840614713137199
2021,QQQ,0.27419697250559216
2022,QQQ,-0.3257700203962567
2023,QQQ,0.5485558616629511
2024,QQQ,0.2557827227952061
2025,QQQ,0.20772540995437083
2026,QQQ,0.11533923671055457
2020,SLV,0.473021537487633
2021,SLV,-0.12454210435285384
2022,SLV,0.023709912759417584
2023,SLV,-0.010899171940459085
2024,SLV,0.20890721274634316
2025,SLV,1.4466387525867455
2026,SLV,-0.16951255012933986
2020,GDX,0.23661433271189902
2021,GDX,-0.09522226925156252
2022,GDX,-0.09006960696558952
2023,GDX,0.09976260899722722
2024,GDX,0.10635611366127762
2025,GDX,1.547712189899661
2026,GDX,-0.10481518264692935
2020,AIA,0.33731274365779806
2021,AIA,-0.1091338820879707
2022,AIA,-0.2408290445498633
2023,AIA,0.048692231755708804
2024,AIA,0.20258793439442524
2025,AIA,0.47791455878848943
2026,AIA,0.354965739332453
2020,XLF,-0.017363699701144264
2021,XLF,0.3479786665285378
2022,XLF,-0.10586453189333522
2023,XLF,0.12030931570582615
2024,XLF,0.30556241745521184
2025,XLF,0.14902344609247264
2026,XLF,0.049729745071390274
2020,XLE,-0.32671334667688134
2021,XLE,0.5327984377904433
2022,XLE,0.6432488655608253
2023,XLE,-0.006302303663763276
2024,XLE,0.055591972388302935
2025,XLE,0.07876293038653759
2026,XLE,0.336909205620759
2020,EWY,0.3943197253442887
2021,EWY,-0.07584302210823546
2022,EWY,-0.26589712429869394
2023,EWY,0.19051469959785972
2024,EWY,-0.20483916459295415
2025,EWY,0.9533032375580921
2026,EWY,0.6581979499043384
2020,EWJ,0.15401028287136787
2021,EWJ,0.01155418965490429
2022,EWJ,-0.17723251179305788
2023,EWJ,0.2029324267711099
2024,EWJ,0.07034738217285685
2025,EWJ,0.2584057899106964
2026,EWJ,0.16171513469491972
2020,INDY,0.10012872723012367
2021,INDY,0.1942735705427534
2022,INDY,-0.0731187151275231
2023,INDY,0.16876952473385676
2024,INDY,0.034671100201584926
2025,INDY,0.049727603474891025
2026,INDY,-0.11094334704820052
