date,optimized_annualized_return_pct,provided_annualized_return_pct,benchmark_annualized_return_pct
2022-08-31,14.384253461688058,14.60947933806256,15.780326533298638
2022-09-30,14.20493804502161,13.244726642094529,14.096429965221446
2022-10-31,15.070220776707632,14.30706725646591,15.674855557001855
2022-11-30,15.393716853599226,15.103391410229694,15.506067558277259
2022-12-31,13.967179777064409,13.436672498550472,12.961187613645153
2023-01-31,13.062741464539517,12.58884848087689,12.515377506106095
2023-02-28,13.941906213019939,13.629016891527046,14.17825728378801
2023-03-31,15.540220976765017,15.034695944458832,15.64288707256669
2023-04-30,16.361891237364002,15.412091108072111,16.48432313089696
2023-05-31,15.10087433454228,13.902804159329275,15.499602561041016
2023-06-30,15.107838042927014,14.273643802425884,15.989482745045901
2023-07-31,14.954373633682305,14.2961835826251,15.26311619548486
2023-08-31,15.419593480229054,14.52409350560735,14.921854043348159
2023-09-30,15.24563217920436,14.294054531372513,14.13537942217209
2023-10-31,15.888309121527499,15.14526312160025,14.759206984444795
2023-11-30,16.4348128184473,15.723502228159237,15.72889138198892
2023-12-31,18.05190226230311,18.077906015883837,18.759671991189975
2024-01-31,17.53966399488778,16.83744383815462,18.35191819647615
2024-02-29,18.179999314678042,17.4726456172138,18.792215294118144
2024-03-31,19.29379966533451,18.342643561589167,19.015520061955215
2024-04-30,18.8337749823267,17.535832450543666,17.11911116975329
2024-05-31,19.532115445398503,19.38117399155328,19.16873198314917
2024-06-30,19.44894686215004,19.239420859998457,19.25579538240325
2024-07-31,18.877201508602948,18.413589838207976,18.23243409535955
2024-08-31,17.687147836280026,17.99771612576744,18.15229116372492
2024-09-30,18.539828590561157,18.26803423169654,18.05494064628055
2024-10-31,20.400661909474472,19.755203407232514,19.12653330381888
2024-11-30,20.827788899599685,20.1044620254498,19.64276201395654
2024-12-31,21.31561821040904,20.056019143604644,20.038799281638852
2025-01-31,20.772406984832227,20.12051907072683,19.630265328028162
2025-02-28,21.737698235599588,21.651506427536503,20.958267371270445
2025-03-31,23.78922182794314,24.845322937072932,23.07577544373718
2025-04-30,20.854367203407055,20.243285634243602,19.235291332414416
2025-05-31,19.758632643021777,19.365334073668183,18.18594891693788
2025-06-30,20.26837750117312,20.24192610059621,19.347853905164534
2025-07-31,19.489924006942584,19.904218613445003,19.451466305059185
2025-08-31,19.199800434393577,19.201872280752408,18.259322774121657
2025-09-30,22.724612354578298,22.816332006354422,20.80281001183031
2025-10-31,25.00194111317846,24.750786977886197,23.081891440510315
2025-11-30,25.990389340973465,23.81760030351976,21.78791527947157
2025-12-31,24.96757752423997,23.08256487688345,20.927859642510782
2026-01-31,26.24839512316248,24.301426579660678,20.80593373446984
2026-02-28,27.802578365706097,24.242190227413452,19.849390025419346
2026-03-31,26.720993205615805,23.710481167561937,18.565841796354874
2026-04-30,27.380254480766975,25.058362318295345,19.686958371829455
2026-05-31,27.6225663837274,26.12254851125757,20.877283601067532
2026-06-30,27.31697941566056,25.62247038209746,20.673500137743606
2026-07-31,23.683925418883245,23.132079191133936,17.786554113101104
2026-08-31,23.704391982756977,23.130668779293863,16.78454106052869
