date,asset_QQQ_return_pct,asset_SPY_return_pct,asset_EWY_return_pct,asset_EEM_return_pct,asset_EWJ_return_pct,asset_TLT_return_pct,asset_GLD_return_pct,optimized_return_pct,provided_return_pct,benchmark_return_pct
2021-11-30,4.038747004335752,1.182372881637317,-2.822911006255735,-2.1646889025912275,-1.0849587344298417,4.828946714227844,1.2980555320772247,1.269956146928781,1.5823291786186455,1.182372881637317
2021-12-31,1.0801469168644884,4.550117289723032,4.934566944168162,1.434614007253887,2.2040012821480826,-2.083731795397392,3.2253606145143943,3.679142311275147,1.3318288058164311,4.550117289723032
2022-01-31,-7.380424657311746,-3.8555249280442627,-5.645149852389197,1.476847623706501,-2.867864497626038,-2.4748959916296998,-0.2062897184732293,-1.833811219277049,-2.251262816761489,-3.8555249280442627
2022-02-28,-5.27640361705044,-3.7648996744138463,-0.8105532603455701,-5.121964372639354,-2.602071975974707,-2.4572946693432796,5.232479645760257,1.5321185846382068,-1.6605046037724325,-3.7648996744138463
2022-03-31,6.1458045514108495,5.224129055541837,-0.24063874730226864,-2.0168682020556106,-0.730950347977144,-4.109273005420722,2.702531914348727,3.683501203522982,0.04605163040630536,5.224129055541837
2022-04-30,-9.484327370804879,-4.4362118617280455,-1.992186245601657,-1.6687070629518352,-3.7264041386802393,-5.113927805365215,2.5895318889220587,-0.40622309262562073,-3.037701194362402,-4.4362118617280455
2022-05-31,-3.949679685524965,-2.180869249277728,-0.350791472236589,-1.8024193175259162,-0.7119006772335568,-4.60038385688617,-5.584417826050315,-4.205672498340441,-3.4801232513761935,-2.180869249277728
2022-06-30,-5.53561520057565,-4.849245110771017,-11.310648542237622,-1.646540193396251,-3.9617686535653895,2.3803071588534674,2.078122813894012,-0.889494170418796,-1.2916214696344657,-4.849245110771017
2022-07-31,13.202012548072673,9.839702861609045,4.656883909737175,0.22664889461312399,6.898389283885797,3.0228489666327407,-2.025330650948476,2.873322892717445,3.5619605898257944,9.839702861609045
2022-08-31,-1.6814368225130383,-0.5911989153505992,-0.8812154364434277,2.262818878816053,-1.0876340199872492,-1.0813200751512264,0.587025997631474,0.06723724315905051,-0.17445412332154453,-0.5911989153505992
2022-09-30,-4.676142466398447,-3.300628330734434,-12.861679033336104,-5.745785996810493,-2.874837513912487,-2.2250376025473084,3.4720645369005654,0.5019746666570108,-2.920235270917664,-3.300628330734434
2022-10-31,3.3802793822325095,7.483372460213311,8.744403110517629,-2.5621691657864876,1.7240624648931613,-6.524638865351873,-2.3695449588070128,1.5892983278897315,-0.9947488532200174,7.483372460213311
2022-11-30,-1.6037200719215772,-1.589744112031477,9.224365719259398,7.76117919199113,4.062784620219717,-0.10564484907253924,1.1443473381349767,0.182161765136049,2.1383185457001583,-1.589744112031477
2022-12-31,-13.483472035191769,-10.392317208230539,-10.450849675489915,-7.420525730540939,-7.021449124638757,-7.40391850585368,-2.125911522353152,-5.6152170221006426,-7.482566585032056,-10.392317208230539
2023-01-31,8.118015000368484,3.8631730402627573,9.811564424037144,6.638890601410163,5.310637364817805,5.187124591893366,3.345757635923352,3.7677228404543004,5.602476133219395,3.8631730402627573
2023-02-28,6.667186537902703,4.360784246944016,-1.330330862267548,-1.049033485943096,2.071065243576564,1.859753720521229,1.3062338503589954,2.5418951098840603,1.7407610652999381,4.360784246944016
2023-03-31,7.678028905189649,1.9889451412071546,2.915139630172381,1.5066664956896236,3.177137752174364,3.1017983609838318,6.1275555531199455,4.597758800731552,3.770949385848563,1.9889451412071546
2023-04-30,3.8328561536454586,4.958485720838324,2.3800116946040895,2.4441911486308365,3.572171671535407,3.6576582134577595,4.199018494507611,4.441079251492281,3.6007573647995685,4.958485720838324
