point,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_GDX,weight_GLD,weight_SLV,weight_AIA,weight_XLE
1,0.1599189240394936,0.12538117731515125,1.087558969850379,0.07361692365586625,0.433554383011499,0.0,0.3,0.0,0.08879135035245075,0.104037342980184
2,0.16033173746829726,0.125388903888518,1.0907842179552032,0.08171470647705603,0.43358167569515704,0.0,0.3,0.0,0.08286743633337644,0.10183618149441052
3,0.16074455089710088,0.12541208075243715,1.0938742908500458,0.08981248929824624,0.4336089683788141,0.0,0.3,0.0,0.07694352231430246,0.09963502000863722
4,0.16115736432590455,0.12545069934364192,1.0968281966207967,0.09791027211943679,0.4336362610624715,0.0,0.3,0.0,0.07101960829522791,0.09743385852286376
5,0.1615701777547082,0.12550474540758638,1.0996450955420676,0.10600805494062693,0.43366355374612897,0.0,0.3,0.0,0.06509569427615375,0.09523269703709043
6,0.16198299118351184,0.12557419902471412,1.1023243011589414,0.11410583776181656,0.43369084642978634,0.0,0.3,0.0,0.05917178025707999,0.09303153555131721
7,0.1623958046123155,0.12565903464707645,1.1048652808948316,0.122203620583007,0.43371813911344376,0.0,0.3,0.0,0.053247866238005544,0.09083037406554376
8,0.16280861804111915,0.12575922114514312,1.1072676561856793,0.13030140340419707,0.4337454317971016,0.0,0.3,0.0,0.047323952218931035,0.08862921257977023
9,0.16322143146992282,0.12587472186460666,1.1095312021435562,0.13839918622538766,0.43377272448075865,0.0,0.3,0.0,0.04140003819985682,0.08642805109399684
10,0.16363424489872644,0.1260054946929393,1.1116558467555104,0.14649696904657775,0.4338000171644158,0.0,0.3,0.0,0.035476124180782886,0.08422688960822362
11,0.16404705832753008,0.12615149213542362,1.1136416696262037,0.1545947518677681,0.43382730984807305,0.0,0.3,0.0,0.029552210161708642,0.08202572812245026
12,0.16445987175633375,0.1263126614003384,1.1154889002754895,0.16269253468895786,0.43385460253173064,0.0,0.3,0.0,0.02362829614263466,0.07982456663667692
13,0.16487268518513737,0.12648894449294942,1.1171979160045427,0.17079031751014778,0.43388189521538845,0.0,0.3,0.0,0.017704382123560302,0.07762340515090345
14,0.16528549861394104,0.1266802783179195,1.1187692393464945,0.17888810033133803,0.4339091878990459,0.0,0.3,0.0,0.011780468104486045,0.07542224366513002
15,0.16569831204274468,0.1268857635289792,1.1202108738564815,0.18547562339941423,0.4337553016541113,0.0010706485713662733,0.3,0.0,0.006274291664929737,0.07342413471017845
16,0.16611112547154833,0.1271014767157543,1.1215575865443816,0.19090780340584831,0.43346281420654664,0.002960339294809062,0.3,0.0,0.001087682911057024,0.07158136018173898
17,0.166523938900352,0.12733148645045797,1.1227736586266623,0.1957364860851732,0.4320215560783086,0.0054566525959991365,0.3,0.0,0.0,0.06678530524051902
18,0.1669367523291556,0.12758551393977466,1.1237737569238093,0.20040502589908793,0.43027546241851894,0.008113938072968748,0.3,0.0,0.0,0.06120557360942436
19,0.16734956575795928,0.1278637389641078,1.124557023929373,0.20507356571300298,0.42852936875872916,0.010771223549938352,0.3,0.0,0.0,0.05562584197832957
20,0.16776237918676293,0.12816600393824543,1.1251258114924498,0.2097421055269181,0.42678327509893904,0.01342850902690774,0.3,0.0,0.0,0.05004611034723516
21,0.16817519261556657,0.12849213920752886,1.1254828000178003,0.21441064534083373,0.4250371814391486,0.016085794503877406,0.3,0.0,0.0,0.044466378716140315
22,0.16858800604437021,0.1288419635047813,1.1256309830996034,0.21907918515474883,0.42329108777935864,0.018743079980846948,0.3,0.0,0.0,0.03888664708504561
23,0.16900081947317389,0.12921528443036298,1.1255736510919918,0.22374772496866416,0.4215449941195685,0.02140036545781655,0.3,0.0,0.0,0.03330691545395087
24,0.16941363290197753,0.12961189895254066,1.1253143737627376,0.22841626478257981,0.4197989004597781,0.0240576509347862,0.3,0.0,0.0,0.027727183822855963
