metric,unit,provided,optimized,benchmark
Start Balance,balance,1.0,1.0,1.0
End Balance,balance,5.137086170244913,5.282151367678754,4.394561444683658
CAGR,pct,19.94124125220411,20.312933450412963,17.878624665006292
Annualized Return,pct,19.210168180526715,19.2873434838315,17.690018405366
Expected Return,pct,19.210168180526722,19.287343483831503,17.690018405366
Standard Deviation,pct,13.398109047970197,11.499993536883137,15.06474153398484
Best Year,pct,40.37651356892509,47.74655879711085,43.41164908172732
Worst Year,pct,-2.7990313776773523,0.24746428150093092,-13.336245912141143
Maximum Drawdown,pct,-15.6710422557355,-11.221146824026695,-17.409899321861012
Sharpe Ratio (ex-post),ratio,1.1472279682806936,1.3432929919191652,0.9194008151749314
Sortino Ratio,ratio,1.8858339471644388,2.420392995484672,1.465584315091346
