date,asset_QQQ,asset_SPY,asset_EWY,asset_EEM,asset_EWJ,asset_TLT,asset_GLD,optimized,provided,benchmark
2021-11-30,0.01996852662326498,-0.008034916411653215,-0.04730151977342367,-0.04084840008874191,-0.030263281859441493,0.027714584131993902,-0.006900653696985448,-0.003595848439855139,-0.004113908168569837,-0.008034916411653215
2021-12-31,0.011523356697168863,0.0462478641345212,0.050095249814030796,0.015070717864442695,0.022770155629311395,-0.020137699063512038,0.032990977123064535,0.03363314714898123,0.014042157592271596,0.0462478641345212
2022-01-31,-0.08747018465995338,-0.05274124855640383,-0.07037380836015272,-0.00020458874201112476,-0.043010580411660615,-0.03913888512352737,-0.016787612677039987,-0.035830246205350615,-0.03693554516963907,-0.05274124855640383
2022-02-28,-0.0447596901488847,-0.02951712565823139,0.0002763883558913882,-0.043202247404982685,-0.01779043448252815,-0.01633036063428317,0.061217257237826006,0.022877707917106496,-0.008295131037933511,-0.02951712565823139
2022-03-31,0.04667897431666801,0.037590463543415886,-0.016296221112824805,-0.03381122726712227,-0.021131051473424756,-0.054443782682147,0.0127255799503041,0.023891357024989308,-0.0134692339266829,0.037590463543415886
2022-04-30,-0.13595743476440347,-0.08776910421290696,-0.0644391428959723,-0.06135116729413437,-0.08099342649577346,-0.09423862042876086,-0.020702963524693363,-0.05399706517357589,-0.07441933392776727,-0.08776910421290696
2022-05-31,-0.015866007974363106,0.002257291700429098,0.02100827025557872,0.006134877525403537,0.01730838419232672,-0.022533419089221463,-0.03261547766106776,-0.021098806856170035,-0.011054982876992157,0.002257291700429098
2022-06-30,-0.08907890954963249,-0.08246049807752298,-0.14476760155480506,-0.05157661333259833,-0.07390231067846231,-0.012745304160398097,-0.01565965107712486,-0.04326828664640349,-0.04815401015110919,-0.08246049807752298
2022-07-31,0.1255175057700233,0.09208751144294469,0.04055676447381651,-0.0034912973686948012,0.06284304866004731,0.024310363253463363,-0.0258815174913124,0.025792934478694476,0.0296704802373029,0.09208751144294469
2022-08-31,-0.05132191967269373,-0.04080185087231036,-0.043600380601384936,-0.013263203302257498,-0.04559226482610401,-0.04553088972508601,-0.02943328245830701,-0.035392671465410155,-0.036780688714487385,-0.04080185087231036
