date,Current Portfolio_annualized_return_pct,KAW Core Revised Internal_annualized_return_pct,QQQ 100%_annualized_return_pct,benchmark_annualized_return_pct
2018-10-31,9.132125652877555,3.876408354365468,15.461309356809561,11.29652632426974
2018-11-30,9.014917238717812,4.365767697926337,13.927669257354559,10.680134270559162
2018-12-31,7.439315796158996,4.0688749535185975,9.983107608362229,7.2992102780074175
2019-01-31,9.610619721104419,4.612181369991464,15.192255659748554,10.79458867188794
2019-02-28,8.467390508800765,3.6248887520522244,16.02912233760161,11.134634012773814
2019-03-31,10.874463641902565,6.502555316616343,18.910776920421334,13.161469650733238
2019-04-30,12.185232702456705,7.571338032987929,23.643714611896073,15.727903187003145
2019-05-31,9.754440705293721,6.619413319152545,17.474815946991185,11.646953170786677
2019-06-30,11.446150208922523,6.925877801691893,21.430582782122954,14.166822750275788
2019-07-31,12.222084498786367,7.251147713102868,21.62710216957686,15.315114321261936
2019-08-31,13.613817291120656,9.570585524839181,21.455423087124714,15.59622679946373
2019-09-30,13.220518378932567,9.79242656138004,21.09951538556134,16.49230554387966
2019-10-31,12.39641384501331,8.91694866769772,20.63185944390431,15.340778571989123
2019-11-30,13.119860635637748,10.189212343185151,21.788430106391175,15.051655785904394
2019-12-31,12.361712635031296,9.323231524991993,20.374147448463354,13.501944630405237
2020-01-31,13.934332013994567,10.788329398634499,22.361164149282974,14.968452129868059
2020-02-29,12.678129289987815,11.474715947637026,20.158139207358584,12.308972042282896
2020-03-31,10.739148114103791,10.128540085105486,17.14166877356853,8.078311619969636
2020-04-30,13.86848506438736,11.996538195060413,20.979161018226343,11.560092031537827
2020-05-31,15.75208293648316,12.346484962469173,23.30782304852901,13.914676171705342
2020-06-30,15.556173209257063,11.371232401792142,24.463004271980495,12.210336117683873
2020-07-31,17.735694901426925,13.972453317695589,26.46587532898539,14.236502210968727
2020-08-31,19.06707119956923,13.503608775229448,29.750698373460473,16.472166130727285
2020-09-30,15.95445565843927,12.088988677551837,25.521117605669975,12.742334625836516
2020-10-31,13.796250765570207,10.253959629596654,22.108566154169097,10.561469462833518
2020-11-30,16.28063308821357,12.338984276708187,26.37985798377813,13.906817707974373
2020-12-31,17.586441674517594,13.0229510869047,27.61267361422519,14.606192980471565
2021-01-31,16.04185031155454,12.228711508443713,25.3409312114917,12.92303579790255
2021-02-28,16.64576882584068,13.024964570395724,25.819814609387514,15.366715649480355
2021-03-31,18.618630928021073,13.499747410826268,29.310313782992093,19.103037762803666
2021-04-30,19.214813153649168,13.765336219628988,30.477822414902445,19.93951310549411
2021-05-31,19.23567663659027,14.668876989328862,27.57747669269619,19.236007422181633
2021-06-30,19.258908056870606,14.593538487821478,28.57671187751487,18.858931250853516
2021-07-31,20.067272217636734,15.477269390280735,29.398859573037516,19.106257255959736
2021-08-31,20.585380216685966,16.305765302960683,29.242276402857613,19.47003039818769
2021-09-30,19.88017209660944,16.701101250727678,27.902664459588465,18.31198172268511
2021-10-31,22.706691172790915,18.160958196841783,33.52691792563132,22.44215292152594
2021-11-30,23.63072636851802,18.468512948724936,36.25116761902489,22.921389564378856
2021-12-31,26.426966349729252,18.90474111633418,41.266610502676684,28.678219107635993
2022-01-31,22.31144376346763,16.476611685522723,32.250331833798775,24.054611527385216
2022-02-28,22.168096789905213,15.798551845473096,29.884070099316197,20.960924558917917
2022-03-31,22.671624630214147,14.030507062934095,30.059939014647384,21.60350163678162
2022-04-30,19.710821781136232,11.91925579610511,22.552236950930205,17.201659639536548
2022-05-31,19.620013539174597,10.222628762127473,23.543542967468657,18.08321050512445
2022-06-30,16.66873984141075,9.504560426664854,19.411454929004268,14.634176927425123
2022-07-31,17.589303160385228,9.963702074548241,22.418800317226317,16.659482719325915
2022-08-31,16.704826612175474,8.016097637520424,21.800013862805855,16.40826446499377
2022-09-30,16.34854085980031,7.4353517102823785,19.810390405459376,14.666862509979284
2022-10-31,17.821759635593715,7.513013914346645,20.588676047486352,17.740332275989324
2022-11-30,17.101682144557028,7.578207145700411,17.9085560587402,15.295237276627338
2022-12-31,13.637562342058974,5.369463317639123,11.955925434853532,10.750010994565717
2023-01-31,13.268821398153484,5.125466995523054,12.4053206349227,11.195616568877087
2023-02-28,15.555117261719676,5.349179113238112,16.48129309579962,15.15584806672825
2023-03-31,19.8284443063512,7.818561031728866,22.258357513289575,21.006441512374785
2023-04-30,16.873531883413804,6.339311709741291,18.348988746683315,18.29036277180476
2023-05-31,14.390354903632074,4.751466080183087,17.441227519709646,15.345852455594699
2023-06-30,15.637747600891272,5.3116003908159515,18.766697310852763,18.412406443193152
2023-07-31,13.198096328099052,2.569301622436293,16.40196600489727,16.36474324148689
2023-08-31,12.125499008548402,2.2657238042022465,13.309343222494462,14.600409500000655
2023-09-30,13.751334006655913,2.336481561538606,14.925920184358255,15.625898442183516
2023-10-31,15.461244472436242,3.0184059175230926,16.55183002061498,16.918283811267344
2023-11-30,14.67447965001023,2.783634157553583,15.530082155022873,15.423661238590203
2023-12-31,14.755994775664494,3.9543729432325536,16.648952734015342,16.057030628064297
2024-01-31,14.968239934179127,3.811525306853447,17.237181223609134,17.613797366097717
2024-02-29,16.60876536182552,4.92420765632573,19.27799732448243,18.495152201749022
2024-03-31,18.36336729628485,6.5188705397294155,19.30589913384344,18.212437148681595
2024-04-30,17.539522396543305,6.286020418149918,17.035202961799456,16.327550456014038
2024-05-31,17.646842307211386,5.4423939062050675,19.203096452534307,17.343012623958167
2024-06-30,18.45095734717528,5.849651278110102,19.17168824282891,17.724849599651506
2024-07-31,17.24673713791265,5.839223125590354,16.42438227805927,16.284882812290526
2024-08-31,15.626814502344955,4.437345246538293,13.722034758660273,14.502464265635705
2024-09-30,17.102450520215374,5.380306869984475,15.614800398617845,15.7938421752432
2024-10-31,17.688706885008187,5.895645582719533,14.712037197073302,15.181484414552692
2024-11-30,18.525168860918196,5.9408183734792175,15.601079707006349,17.382917098296712
2024-12-31,19.23335218294515,6.169687459708761,17.81005770711921,16.718058353549825
2025-01-31,21.47046281289404,7.199418952415293,21.97378303344546,18.605713957931446
