metric,unit,Sample Portfolio,Portfolio 2,Portfolio 3,benchmark
Start Balance,balance,10000.0,10000.0,10000.0,10000.0
End Balance,balance,21577.70364834662,34856.317517654956,33627.56332969093,26145.130070875155
CAGR,pct,12.227886332855276,20.59858868358684,19.95112069013669,15.50708423285132
Annualized Return,pct,12.352000089521942,20.374800231807743,19.767381808233132,15.921058928712306
Standard Deviation,pct,12.403022423300978,17.456439873031325,17.062338784486034,16.9415935750814
Best Year,pct,24.216185686119363,54.37907989363959,42.54505915457989,28.728780803321573
Worst Year,pct,-17.306550429515298,-9.956658209224278,-11.600913506838173,-18.175361295122915
Maximum Drawdown,pct,-22.24544112947714,-22.34646263097372,-20.051037870076904,-23.927184023145585
Sharpe Ratio (ex-post),ratio,0.766617584409023,1.0042812486005168,0.9918779026718829,0.7719128587730552
Sortino Ratio,ratio,1.1983462374774563,1.7078273904742574,1.6547402759757186,1.2321279669780825
