date,optimized_annualized_return_pct,provided_annualized_return_pct,benchmark_annualized_return_pct
2022-08-31,14.411780616428738,14.609480865870527,15.780329818592985
2022-09-30,14.22602429546227,13.244730938898353,14.096429042002834
2022-10-31,15.099040320710921,14.307066287886672,15.674854683162609
2022-11-30,15.417333896914819,15.103393289156575,15.506062107794394
2022-12-31,13.981376900385412,13.436672236450576,12.961189913092074
2023-01-31,13.078793413050093,12.588849266199498,12.515372584854134
2023-02-28,13.94121828881152,13.62901703551531,14.178266050321508
2023-03-31,15.56528777002859,15.034696878711774,15.642892884007665
2023-04-30,16.378631882134954,15.412089864686784,16.48432618035274
2023-05-31,15.113404951205101,13.902806302410543,15.499596657204284
2023-06-30,15.126074558896185,14.273643450735607,15.989476666080481
2023-07-31,14.983623940963419,14.29618331461835,15.263113554027917
2023-08-31,15.46305014181395,14.524093313378405,14.921861117891355
2023-09-30,15.309155932396923,14.294051844218414,14.135384810637808
2023-10-31,15.977509097555064,15.145263947718224,14.759211904274316
2023-11-30,16.546282007107326,15.723501127895535,15.728885138945458
2023-12-31,18.156996195123256,18.077904058762662,18.7596704201775
2024-01-31,17.640237058161688,16.837441036801003,18.35191819647615
2024-02-29,18.316925409308404,17.472645331286763,18.79221235394133
2024-03-31,19.429220857154327,18.34264554612377,19.01552007630518
2024-04-30,18.983418024311316,17.535833527016642,17.119105539002
2024-05-31,19.68828524312338,19.381174582639193,19.168733345590972
2024-06-30,19.632343647404472,19.239418493963043,19.255803623516954
2024-07-31,19.028461889482884,18.41359360889947,18.232434095359572
2024-08-31,17.83758747443205,17.997715903323595,18.152285701550785
2024-09-30,18.707023898321907,18.26803479455843,18.054945886309646
2024-10-31,20.575432246219847,19.755205332403204,19.126538556286434
2024-11-30,21.01592727355921,20.104463337882137,19.642749207107514
2024-12-31,21.520544192667266,20.056020778842587,20.038799281638852
2025-01-31,20.978079879132782,20.120516533585885,19.630252900782708
2025-02-28,21.929357749891597,21.65150612174902,20.958262109857806
2025-03-31,23.98840601635164,24.84532050739965,23.075779756610416
2025-04-30,21.06209457418311,20.243283496069985,19.23528586746135
2025-05-31,19.98519344818859,19.36533435293548,18.18595667269902
2025-06-30,20.497780769591945,20.241926998142112,19.34785408622759
2025-07-31,19.737902375350515,19.90421964794018,19.451471154287646
2025-08-31,19.42075157683223,19.201873904145117,18.259318286510194
2025-09-30,23.006359140931366,22.816330458261945,20.80281001183033
2025-10-31,25.338227429574587,24.750785694306575,23.08189863797534
2025-11-30,26.309457672097626,23.81760178268606,21.787910838483924
2025-12-31,25.269098831753567,23.082564442737596,20.927859642510782
2026-01-31,26.522772210960976,24.301428728030274,20.80592944293165
2026-02-28,28.060912664707406,24.242191867687524,19.84938795423108
2026-03-31,27.0298193510059,23.710479991872614,18.565841796354874
2026-04-30,27.71888911498326,25.05836166599491,19.686948976177888
2026-05-31,28.00440086445166,26.1225480562973,20.877279830189345
2026-06-30,27.67412801978555,25.622471462468855,20.673498296771342
2026-07-31,23.982695606703164,23.132080399968167,17.786552358993603
2026-08-31,23.9992958864373,23.13066776787329,16.784539371605533
