metric,unit,provided,optimized,benchmark
Start Balance,balance,1.0,1.0,1.0
End Balance,balance,5.1370864263288984,5.282152593153688,4.394561132941844
CAGR,pct,19.941241916545938,20.312936551852733,17.87862373588569
Annualized Return,pct,19.21016860851917,19.287346094973927,17.690017746517057
Expected Return,pct,19.21016860851917,19.287346094973927,17.690017746517057
Standard Deviation,pct,13.398107943416685,11.499993552118838,15.064742020550135
Best Year,pct,40.37650369634807,47.746529528352056,43.411649081727276
Worst Year,pct,-2.7990333736706563,0.24747064221199988,-13.336259062779998
Maximum Drawdown,pct,-15.671043600499212,-11.221150766948373,-17.409914440200758
Sharpe Ratio (ex-post),ratio,1.1472280948035685,1.3432932171955012,0.9194007417453653
Sortino Ratio,ratio,1.8858339356506806,2.420393594755548,1.4655837035765018
