date,asset_QQQ_return_pct,asset_SPMO_return_pct,asset_GDX_return_pct,asset_GLD_return_pct,asset_SLV_return_pct,asset_AIA_return_pct,asset_XLE_return_pct,optimized_return_pct,provided_return_pct,benchmark_return_pct
1993-02-28,,,,,,,,,,1.066902383268875
1993-03-31,,,,,,,,,,2.2397819988618783
1993-04-30,,,,,,,,,,-2.5587287560430494
1993-05-31,,,,,,,,,,2.6969608077739293
1993-06-30,,,,,,,,,,0.36071403846500427
1993-07-31,,,,,,,,,,-0.4854583907888954
1993-08-31,,,,,,,,,,3.832774363774627
1993-09-30,,,,,,,,,,-0.7275747143148714
1993-10-31,,,,,,,,,,1.9727457394272507
1993-11-30,,,,,,,,,,-1.0673298587114743
1993-12-31,,,,,,,,,,1.227651616344616
1994-01-31,,,,,,,,,,3.487590741310309
1994-02-28,,,,,,,,,,-2.9163295866772354
1994-03-31,,,,,,,,,,-4.1902151521101105
1994-04-30,,,,,,,,,,1.1212628351656262
1994-05-31,,,,,,,,,,1.5939313547295164
1994-06-30,,,,,,,,,,-2.291432210432831
1994-07-31,,,,,,,,,,3.2325960019338185
1994-08-31,,,,,,,,,,3.8121220918993615
1994-09-30,,,,,,,,,,-2.5254927841356856
1994-10-31,,,,,,,,,,2.8427093329580932
1994-11-30,,,,,,,,,,-3.981639411002602
1994-12-31,,,,,,,,,,0.7282646307757767
1995-01-31,,,,,,,,,,3.360748297263827
1995-02-28,,,,,,,,,,4.080929468694827
1995-03-31,,,,,,,,,,2.7848049076302672
1995-04-30,,,,,,,,,,2.962234846786682
1995-05-31,,,,,,,,,,3.967330272365932
1995-06-30,,,,,,,,,,2.022948035672334
1995-07-31,,,,,,,,,,3.2165456090995637
1995-08-31,,,,,,,,,,0.44520016680469343
1995-09-30,,,,,,,,,,4.2376540973019905
1995-10-31,,,,,,,,,,-0.2939493482156941
1995-11-30,,,,,,,,,,4.448060548554178
1995-12-31,,,,,,,,,,1.5732420235667455
1996-01-31,,,,,,,,,,3.557862768675335
1996-02-29,,,,,,,,,,0.31900686995789407
1996-03-31,,,,,,,,,,1.7218063806691886
1996-04-30,,,,,,,,,,1.0869858971327195
1996-05-31,,,,,,,,,,2.2699874513724794
1996-06-30,,,,,,,,,,0.8822418517304698
1996-07-31,,,,,,,,,,-4.493640756244277
1996-08-31,,,,,,,,,,1.9258998431932683
1996-09-30,,,,,,,,,,5.587291558464624
1996-10-31,,,,,,,,,,3.233123593310294
1996-11-30,,,,,,,,,,7.300356126539165
1996-12-31,,,,,,,,,,-2.379733714355814
1997-01-31,,,,,,,,,,6.178578692899284
1997-02-28,,,,,,,,,,0.95651809588575
1997-03-31,,,,,,,,,,-4.412263410991768
1997-04-30,,,,,,,,,,6.2603839696145025
1997-05-31,,,,,,,,,,6.3207572495391995
1997-06-30,,,,,,,,,,4.110225316690208
1997-07-31,,,,,,,,,,7.926372140720805
1997-08-31,,,,,,,,,,-5.180263829013287
1997-09-30,,,,,,,,,,4.809020523910279
1997-10-31,,,,,,,,,,-2.4503144387182707
1997-11-30,,,,,,,,,,3.869546101666521
1997-12-31,,,,,,,,,,1.9072714092593257
1998-01-31,,,,,,,,,,1.2878166377312095
1998-02-28,,,,,,,,,,6.929404077488011
1998-03-31,,,,,,,,,,4.878349871435761
1998-04-30,,,,,,,,,,1.279131193035643
1998-05-31,,,,,,,,,,-2.0768413898184845
1998-06-30,,,,,,,,,,4.257294417611757
1998-07-31,,,,,,,,,,-1.351359183434675
1998-08-31,,,,,,,,,,-14.11795144433009
1998-09-30,,,,,,,,,,6.363941917615001
1998-10-31,,,,,,,,,,8.10808974139141
1998-11-30,,,,,,,,,,5.568214880960931
1998-12-31,,,,,,,,,,6.542157634363832
1999-01-31,,,,,,,,,,3.5226054935340256
1999-02-28,,,,,,,,,,-3.2069236147858615
1999-03-31,,,,,,,,,,4.146873951103114
1999-04-30,,,,,,,,,,3.797433006629558
1999-05-31,,,,,,,,,,-2.28658213554499
1999-06-30,,,,,,,,,,5.5378615056573155
1999-07-31,,,,,,,,,,-3.1021819554117203
1999-08-31,,,,,,,,,,-0.5179393217866091
1999-09-30,,,,,,,,,,-2.2336813075084727
1999-10-31,,,,,,,,,,6.407795614445466
1999-11-30,,,,,,,,,,1.6651192965766448
1999-12-31,,,,,,,,,,5.7109689579322165
2000-01-31,,,,,,,,,,-4.978737493386809
2000-02-29,,,,,,,,,,-1.522617538756177
2000-03-31,,,,,,,,,,9.691445789355214
2000-04-30,,,,,,,,,,-3.5120721726551007
2000-05-31,,,,,,,,,,-1.5722686625031734
2000-06-30,,,,,,,,,,1.9681839654431155
2000-07-31,,,,,,,,,,-1.5701790576573837
2000-08-31,,,,,,,,,,6.533987814104214
2000-09-30,,,,,,,,,,-5.486175046303754
2000-10-31,,,,,,,,,,-0.46777550276463353
2000-11-30,,,,,,,,,,-7.4653391165092176
2000-12-31,,,,,,,,,,-0.522617665721492
2001-01-31,,,,,,,,,,4.4459194771734545
2001-02-28,,,,,,,,,,-9.538715442305856
