date,portfolio,ticker,cumulative_active_contribution
2021-11-30,optimized,133690,0.008366679857989069
2021-12-31,optimized,133690,0.0023711046408376336
2022-01-31,optimized,133690,-0.012904108506344898
2022-02-28,optimized,133690,-0.010640069412952024
2022-03-31,optimized,133690,-0.002309461561554399
2022-04-30,optimized,133690,-0.008951507161045313
2022-05-31,optimized,133690,-0.016133220018546883
2022-06-30,optimized,133690,-0.016176805795467597
2022-07-31,optimized,133690,-0.012606451294567325
2022-08-31,optimized,133690,-0.012490683424203522
2022-09-30,optimized,133690,-0.013084693274211153
2022-10-31,optimized,133690,-0.02226303298181235
2022-11-30,optimized,133690,-0.031862908951876025
2022-12-31,optimized,133690,-0.03208604117510383
2023-01-31,optimized,133690,-0.025338555658182983
2023-02-28,optimized,133690,-0.017168397318126815
2023-03-31,optimized,133690,-0.011047618705178296
2023-04-30,optimized,133690,-0.012227695524328962
2023-05-31,optimized,133690,0.0026911121573102124
2023-06-30,optimized,133690,-0.0014653412399596721
2023-07-31,optimized,133690,0.001548095081213848
2023-08-31,optimized,133690,0.0016922850897561938
2023-09-30,optimized,133690,0.0008033343457501797
2023-10-31,optimized,133690,0.0006083447356662567
2023-11-30,optimized,133690,0.006067000034609189
2023-12-31,optimized,133690,0.009400052952198309
2024-01-31,optimized,133690,0.010227235045745645
2024-02-29,optimized,133690,0.005263664229682152
2024-03-31,optimized,133690,0.0032715318507226697
2024-04-30,optimized,133690,0.005548021245626422
2024-05-31,optimized,133690,0.0055188883931989036
2024-06-30,optimized,133690,0.009806295879016512
2024-07-31,optimized,133690,0.003104707704606853
2024-08-31,optimized,133690,0.0018267347268944654
2024-09-30,optimized,133690,0.001460318017481469
2024-10-31,optimized,133690,0.006982369322471308
2024-11-30,optimized,133690,0.0018688959784473845
2024-12-31,optimized,133690,0.01227406476090973
2025-01-31,optimized,133690,0.009574732906722026
2025-02-28,optimized,133690,0.0037229695638693484
2025-03-31,optimized,133690,-0.0009199863752627465
2025-04-30,optimized,133690,0.003801195207598966
2025-05-31,optimized,133690,0.010718601053838605
2025-06-30,optimized,133690,0.011867693572262215
2025-07-31,optimized,133690,0.014658589638687887
2025-08-31,optimized,133690,0.01256317740995561
2025-09-30,optimized,133690,0.012631520441395235
2025-10-31,optimized,133690,0.01860987061339556
2025-11-30,optimized,133690,0.014339069565223458
2025-12-31,optimized,133690,0.014903611208941929
2026-01-31,optimized,133690,0.014312193903321271
2026-02-28,optimized,133690,0.010638584306752753
2026-03-31,optimized,133690,0.008777416111779717
2026-04-30,optimized,133690,0.017643800240552884
2026-05-31,optimized,133690,0.029023444124112036
2026-06-30,optimized,133690,0.027383631495575794
2026-07-31,optimized,133690,0.020686908214302593
2026-08-31,optimized,133690,0.020214327388869257
2021-11-30,optimized,402970,-0.0013488946376151072
2021-12-31,optimized,402970,0.0029635258441778013
2022-01-31,optimized,402970,0.006043483158605475
2022-02-28,optimized,402970,0.01503169850603584
2022-03-31,optimized,402970,0.01615678911988771
2022-04-30,optimized,402970,0.03207419359559226
2022-05-31,optimized,402970,0.03948792389781811
2022-06-30,optimized,402970,0.039462152851197745
2022-07-31,optimized,402970,0.020188947432849026
2022-08-31,optimized,402970,0.029157012114140728
2022-09-30,optimized,402970,0.03637749089972176
2022-10-31,optimized,402970,0.0414209375483466
2022-11-30,optimized,402970,0.03779050295405032
2022-12-31,optimized,402970,0.05078833971790814
