metric,unit,provided,optimized,benchmark
Start Balance,balance,1.0,1.0,1.0
End Balance,balance,5.137085702994613,5.282149417190343,4.394560821200065
CAGR,pct,19.941240040047358,20.312928514103135,17.878622806765154
Annualized Return,pct,19.2101674957316,19.28733931709828,17.69001563036944
Expected Return,pct,19.210167495731596,19.287339317098272,17.69001563036944
Standard Deviation,pct,13.398111533829404,11.499993549855784,15.064733585756157
Best Year,pct,40.376505534172935,47.7465375175157,43.41167375810249
Worst Year,pct,-2.7990300431796955,0.24745739564009384,-13.336254459285557
Maximum Drawdown,pct,-15.671034057096778,-11.22113986263914,-17.409886586047797
Sharpe Ratio (ex-post),ratio,1.1472277043149612,1.3432926280790232,0.9194011160505722
Sortino Ratio,ratio,1.8858334893817368,2.42039270642796,1.4655846573093703
