year,Jan_pct,Feb_pct,Mar_pct,Apr_pct,May_pct,Jun_pct,Jul_pct,Aug_pct,Sep_pct,Oct_pct,Nov_pct,Dec_pct,YTD_pct,portfolio
2019,5.312230917859551,0.8167844653611965,0.5900008861426442,1.777183314188019,-2.196407841214718,7.8393899799603926,0.9292924252937467,4.0261053314788535,-1.6866492906067514,3.283019181327577,-0.3259691619455288,3.7471698384814616,26.388742470570037,optimized
2020,3.9208921963843792,-2.783382575364774,-3.0200260673456514,10.315837705825023,4.177487281389794,4.143359744607337,9.426414876528883,4.139495706581786,-4.807977571086103,-1.5197134031596595,1.1798155382729714,6.177580764633152,34.580758981953984,optimized
2021,-1.8434362632731738,-3.8315862308953648,-0.010503155678194542,4.492740870127749,4.161416029391531,-1.8364179913182743,2.660920454914248,1.6246603232140888,-4.197718613063089,4.008357361547091,0.37415524521809995,2.44882120842223,7.801994048241556,optimized
2022,-4.478305965436015,1.9242675286635302,2.6173621072655746,-6.635218541541897,-2.5981436667678657,-4.473892230289511,3.4083329908838693,-3.8102774368951318,-5.917082764307311,0.5065592287622404,7.324364150374294,-1.8001697649309052,-13.965762500478629,optimized
2023,7.693544753264023,-3.3841382570504566,8.540572856631112,0.7219618361658023,2.312104626488493,1.155221812970212,2.911076098346435,-1.3590538481827137,-4.88705229292454,3.6343287871663112,5.813796393676383,2.987152521139939,28.368270704819132,optimized
2024,-0.1387431391098681,2.368194642261365,5.740021424731671,0.07310468089433905,3.4142790790787942,2.4812891014849705,2.576745238554522,1.7007788629091116,4.111639787679451,2.254039364577346,0.23256339172106866,-0.671013180586024,26.759852330429325,optimized
2025,4.954880445982346,0.029360235121399757,2.7003747170972563,3.829209053086413,3.6014722299754505,2.773923825316836,0.5894750946825055,3.389907670251128,9.23060001801387,4.0425541567917636,2.6234953316925087,1.7768059418489457,47.14726754441136,optimized
2019,5.948705722390812,1.190961439353716,1.1638333843792203,2.4177080819314964,-3.2338764404552576,7.79648179680904,1.1711625737529374,3.006382406704211,-1.2384421666211287,3.471805339789291,0.43041668082493545,3.7711244199853944,28.599197936531915,provided
2020,3.7690273074303393,-3.346800410328399,-3.754109295563274,11.117397078857561,4.59451895794738,4.512197629244941,9.068494972007212,5.310582670986552,-4.975011424780251,-1.7821855158152267,2.908591924012632,5.958144653626796,37.059629297418084,provided
2021,-1.481230785575438,-3.1952000618832352,0.2867402439205524,4.73659853049142,3.2385815856547264,-0.4427722571552606,2.695342553270119,2.0710511789660266,-4.4533422403572,4.6718605999087615,0.6534017814919968,2.2257126111476455,11.060610649605263,provided
2022,-5.2128934645203575,0.8228740340136542,2.9702324473481867,-7.833032877959551,-2.424069518707123,-5.236918773221266,4.981782677911078,-4.037760869688023,-6.711852473481972,1.1077069657917937,7.01801710831973,-3.0415144770166433,-17.311526698443338,provided
2023,8.201092743836536,-2.8636880739158155,8.70442421587363,0.6851240409576187,3.270921789320119,2.0412239484491446,3.0743940742418596,-1.380384055649081,-4.920236429910229,2.653473266068346,6.67508912932534,3.434545582223869,32.70398453655589,provided
2024,0.1981921385179608,2.8698525183011636,4.971648498132353,-0.6921431707672732,3.8853726718393045,3.1677123982651545,1.844543858140657,1.5980589138431145,3.8552239847862935,1.7173597030937071,1.113345810192834,-0.47740857598820297,26.671406617558844,provided
2025,4.474506089509267,-0.44092148448937607,0.930200303446721,3.410628591556719,4.561164839470705,3.395483802101096,0.9051183806761176,2.970716726442346,8.567312929976545,4.169523874839887,1.9033979497267095,1.4982199386635364,42.64721009033596,provided
2019,8.00654922961581,3.2415889232088935,1.8100623188985976,4.085186240144711,-6.377082322319683,6.958640693815266,1.5119620426201408,-1.6743568586197521,1.9457958360214134,2.2104794645719794,3.6198593636881826,2.905472798710873,31.22382074111536,benchmark
2020,-0.04038060540950683,-7.916557574869576,-12.487124092725288,12.698337882924648,4.7645609141371725,1.7734388090495434,5.889203610313376,6.979687381859856,-3.744374326437061,-2.4933406542524406,10.877659859423861,3.7048641663150805,18.331681840773072,benchmark
2021,-1.0190801616793865,2.7805708709423893,4.539917366340718,5.291049330189002,0.6565898494223843,2.2427533027519653,2.4412429949115744,2.9759943504730657,-4.660548378328677,7.016362155059053,-0.8034774668620681,4.62478575261116,28.728753120536933,benchmark
2022,-5.274137792811329,-2.951705356871237,3.759060931533287,-8.776915695344378,0.2257212867133651,-8.24604133184298,9.208741038619394,-4.080192582726849,-9.244600260760782,8.1275547928648,5.559176084561979,-5.762831220327202,-18.175372470309636,benchmark
2023,6.288713592709039,-2.5142500446571403,3.7077857476075504,1.59748401296671,0.4616200902126888,6.4799791753870295,3.273325825695461,-1.6251874332696037,-4.743467670014246,-2.170844297221386,9.134369676079167,4.565532665995842,26.175777831245227,benchmark
2024,1.5926587106046997,5.2186695254101245,3.2701962325644374,-4.031951134517642,5.057959716582827,3.528021556863159,1.2109114980911162,2.3365622432159006,2.1004553657945513,-0.8923538766048789,5.963330941337985,-2.406006954082074,24.88646307561342,benchmark
2025,2.6856345883270905,-1.2694736490296177,-5.571920643497963,-0.8670166230189347,6.284504464464602,5.1386119597071955,2.3031546396695246,2.05193844087046,3.562043418529992,2.383739357630099,0.19500049129079766,0.8267699482226387,18.597751800685415,benchmark
