year,ticker,return
2020,SPY,0.18331568286407984
2021,SPY,0.28728800909857966
2022,SPY,-0.18175366882716681
2023,SPY,0.2617578617682772
2024,SPY,0.24886441586808972
2025,SPY,0.17719080450517
2026,SPY,0.13081637433046667
2020,GLD,0.24814561391482015
2021,GLD,-0.04148908875959545
2022,GLD,-0.007721146890384167
2023,GLD,0.12691581500094418
2024,GLD,0.2665690600092574
2025,GLD,0.6367653308824839
2026,GLD,0.030556927515688503
2020,TLT,0.1815225156151299
2021,TLT,-0.04599106616141002
2022,TLT,-0.3123455395796979
2023,TLT,0.027679257904877685
2024,TLT,-0.08053082949524348
2025,TLT,0.0424722880660402
2026,TLT,-0.027866051104196043
2020,QQQ,0.4840610624626356
2021,QQQ,0.2741975299587178
2022,QQQ,-0.3257700221853693
2023,QQQ,0.5485554994590529
2024,QQQ,0.255782647273904
2025,QQQ,0.2077254825855681
2026,QQQ,0.16952757877712177
2020,SLV,0.473021537487633
2021,SLV,-0.12454210435285384
2022,SLV,0.023709912759417584
2023,SLV,-0.010899171940459085
2024,SLV,0.20890721274634316
2025,SLV,1.4466387525867455
2026,SLV,-0.06659418228450309
2020,GDX,0.2366143862875263
2021,GDX,-0.09522242870231723
2022,GDX,-0.09006954988935478
2023,GDX,0.09976260899722722
2024,GDX,0.1063561136612774
2025,GDX,1.547712189899661
2026,GDX,0.1485368542822949
2020,AIA,0.33731274365779806
2021,AIA,-0.10913378309673094
2022,AIA,-0.24082918446637558
2023,AIA,0.04869230850295936
2024,AIA,0.20258807396590628
2025,AIA,0.47791438726282087
2026,AIA,0.4271193585493358
2020,XLF,-0.017363558655224876
2021,XLF,0.34797852109962757
2022,XLF,-0.10586473185259337
2023,XLF,0.12030944797699883
2024,XLF,0.3055624174552116
2025,XLF,0.14902344609247264
2026,XLF,0.06280530924585337
2020,XLE,-0.3267132764175612
2021,XLE,0.5327982857308031
2022,XLE,0.6432492906914258
2023,XLE,-0.006302596678052885
2024,XLE,0.055592180335359176
2025,XLE,0.07876293038653803
2026,XLE,0.4502834615892286
2020,EWY,0.3943194923841431
2021,EWY,-0.07584302957465161
2022,EWY,-0.2658970460985123
2023,EWY,0.19051469959785972
2024,EWY,-0.20483916459295415
2025,EWY,0.9533032375580921
2026,EWY,0.8603167901610478
2020,EWJ,0.1540102828713683
2021,EWJ,0.011554125596281661
2022,EWJ,-0.1772325230166496
2023,EWJ,0.2029324423904535
2024,EWJ,0.07034745065776327
2025,EWJ,0.2584057899106964
2026,EWJ,0.19396765817014638
2020,INDY,0.10012854134770666
2021,INDY,0.1942739187335225
2022,INDY,-0.07311879305279223
2023,INDY,0.16876960658760698
2024,INDY,0.03467092585215803
2025,INDY,0.04972760347489147
2026,INDY,-0.11257020336479673
