year,ticker,return
2020,SPY,0.1833158440897038
2021,SPY,0.28728814751262366
2022,SPY,-0.18175368123865776
2023,SPY,0.26175788361349794
2024,SPY,0.24886449847111636
2025,SPY,0.17719080450516977
2026,SPY,0.13081637433046645
2020,GLD,0.24814561391482015
2021,GLD,-0.04148908875959545
2022,GLD,-0.007721146890384167
2023,GLD,0.12691581500094418
2024,GLD,0.2665690600092574
2025,GLD,0.6367653308824839
2026,GLD,0.030556927515688503
2020,TLT,0.18152213366245196
2021,TLT,-0.04599124643702879
2022,TLT,-0.31234539056473976
2023,TLT,0.027679526988439118
2024,TLT,-0.08053090204728541
2025,TLT,0.04247219001618063
2026,TLT,-0.02786605110419582
2020,QQQ,0.4840610239980385
2021,QQQ,0.27419755750764163
2022,QQQ,-0.32577012672297156
2023,QQQ,0.5485558616629513
2024,QQQ,0.255782571752601
2025,QQQ,0.20772555521677316
2026,QQQ,0.16952757877712177
2020,SLV,0.473021537487633
2021,SLV,-0.12454210435285384
2022,SLV,0.023709912759417584
2023,SLV,-0.010899171940459085
2024,SLV,0.20890721274634316
2025,SLV,1.4466387525867455
2026,SLV,-0.06659418228450309
2020,GDX,0.23661410556112683
2021,GDX,-0.0952222233068355
2022,GDX,-0.09006954988935467
2023,GDX,0.09976260899722722
2024,GDX,0.10635611366127762
2025,GDX,1.547712189899661
2026,GDX,0.1485368542822949
2020,AIA,0.33731291990404677
2021,AIA,-0.10913395947259841
2022,AIA,-0.24082912890739383
2023,AIA,0.04869208538818137
2024,AIA,0.20258810224142798
2025,AIA,0.4779145587884901
2026,AIA,0.4271193585493358
2020,XLF,-0.01736342003728608
2021,XLF,0.3479782828862814
2022,XLF,-0.10586463746090569
2023,XLF,0.12030932991034504
2024,XLF,0.30556266043278235
2025,XLF,0.1490233533410732
2026,XLF,0.06280530924585337
2020,XLE,-0.3267131519286607
2021,XLE,0.5327978790557368
2022,XLE,0.6432492620021752
2023,XLE,-0.006302303663763498
2024,XLE,0.05559197238830316
2025,XLE,0.07876293038653803
2026,XLE,0.4502834615892295
2020,EWY,0.394319683775022
2021,EWY,-0.07584293112899088
2022,EWY,-0.2658970710362861
2023,EWY,0.19051461322076313
2024,EWY,-0.20483916459295415
2025,EWY,0.9533032375580921
2026,EWY,0.8603167901610478
2020,EWJ,0.15401029425647272
2021,EWJ,0.011554190395049568
2022,EWJ,-0.1772325863435844
2023,EWJ,0.20293261194622048
2024,EWJ,0.07034738217285641
2025,EWJ,0.25840578991069707
2026,EWJ,0.19396765817014638
2020,INDY,0.10012860731095619
2021,INDY,0.19427402773820313
2022,INDY,-0.07311887765179303
2023,INDY,0.1687696065876061
2024,INDY,0.034670925852157364
2025,INDY,0.049727603474891025
2026,INDY,-0.11257020336479673
