metric,unit,provided,optimized,benchmark
Start Balance,balance,1.0,1.0,1.0
End Balance,balance,5.13708614655893,5.282150981412257,4.394561132941846
CAGR,pct,19.941241190757133,20.312932472847113,17.87862373588571
Annualized Return,pct,19.21016844878438,19.287342663670444,17.690017117838867
Expected Return,pct,19.210168448784383,19.287342663670444,17.690017117838867
Standard Deviation,pct,13.398111365602702,11.499993534820154,15.064738144033468
Best Year,pct,40.37651705813092,47.746573011900686,43.41165478688915
Worst Year,pct,-2.7990421119119646,0.24746485262590046,-13.336273527968112
Maximum Drawdown,pct,-15.671038335048538,-11.221146263927562,-17.40991444020078
Sharpe Ratio (ex-post),ratio,1.1472277898529213,1.3432929208417457,0.9194009365973487
Sortino Ratio,ratio,1.885833470472442,2.4203927612460614,1.4655840225050658
